county_name,md_count_year,md_allergy_count,md_anesth_count,md_card_count,md_derm_count,md_emerg_med_count,md_fammed_count,md_gastr_count,md_genintmed_count,md_gen_surg_count,md_neuro_count,md_obgyn_count,md_ophth_count,md_psych_count,md_spec_count,md_surg_spec_count,all_gp_md_count,md_child_psych_count,md_gen_ped_count,census_year,census_count,popn_est_year,popn_est_count
York,2010,1,14,9,0,15,53,3,36,13,5,15,7,9,85,58,56,2,19,2020,211972,2021,214591
York,2010,1,14,9,0,15,53,3,36,13,5,15,7,9,85,58,56,2,19,2010,197131,2022,216732
York,2010,1,14,9,0,15,53,3,36,13,5,15,7,9,85,58,56,2,19,2010,197131,2021,214591
Androscoggin,2019,0,8,6,2,23,36,8,26,23,2,5,4,3,84,51,38,1,14,2020,111139,2022,113023
Androscoggin,2019,0,8,6,2,23,36,8,26,23,2,5,4,3,84,51,38,1,14,2020,111139,2021,111034
Androscoggin,2019,0,8,6,2,23,36,8,26,23,2,5,4,3,84,51,38,1,14,2010,107702,2022,113023
Androscoggin,2019,0,8,6,2,23,36,8,26,23,2,5,4,3,84,51,38,1,14,2010,107702,2021,111034
Aroostook,2019,0,7,1,1,9,32,0,23,8,1,11,3,2,46,33,35,4,13,2020,67105,2022,67255
Aroostook,2019,0,7,1,1,9,32,0,23,8,1,11,3,2,46,33,35,4,13,2020,67105,2021,66859
Aroostook,2019,0,7,1,1,9,32,0,23,8,1,11,3,2,46,33,35,4,13,2010,71870,2022,67255
Aroostook,2019,0,7,1,1,9,32,0,23,8,1,11,3,2,46,33,35,4,13,2010,71870,2021,66859
Cumberland,2019,7,86,54,22,130,169,20,199,98,25,75,20,109,606,314,188,30,100,2020,303069,2022,307451
Cumberland,2019,7,86,54,22,130,169,20,199,98,25,75,20,109,606,314,188,30,100,2020,303069,2021,305231
Cumberland,2019,7,86,54,22,130,169,20,199,98,25,75,20,109,606,314,188,30,100,2010,281674,2022,307451
Cumberland,2019,7,86,54,22,130,169,20,199,98,25,75,20,109,606,314,188,30,100,2010,281674,2021,305231
Franklin,2019,0,4,0,0,2,10,0,4,4,0,2,1,1,13,8,10,1,9,2020,29456,2022,30474
Franklin,2019,0,4,0,0,2,10,0,4,4,0,2,1,1,13,8,10,1,9,2020,29456,2021,29687
Franklin,2019,0,4,0,0,2,10,0,4,4,0,2,1,1,13,8,10,1,9,2010,30768,2022,30474
Franklin,2019,0,4,0,0,2,10,0,4,4,0,2,1,1,13,8,10,1,9,2010,30768,2021,29687
Hancock,2019,1,8,2,1,10,32,0,15,8,2,4,5,4,29,26,34,2,5,2020,55478,2022,56701
Hancock,2019,1,8,2,1,10,32,0,15,8,2,4,5,4,29,26,34,2,5,2020,55478,2021,56192
Hancock,2019,1,8,2,1,10,32,0,15,8,2,4,5,4,29,26,34,2,5,2010,54418,2022,56701
Hancock,2019,1,8,2,1,10,32,0,15,8,2,4,5,4,29,26,34,2,5,2010,54418,2021,56192
Kennebec,2019,0,11,7,4,13,89,7,28,15,7,7,5,13,82,43,99,3,14,2020,123642,2022,125540
Kennebec,2019,0,11,7,4,13,89,7,28,15,7,7,5,13,82,43,99,3,14,2020,123642,2021,124486
Kennebec,2019,0,11,7,4,13,89,7,28,15,7,7,5,13,82,43,99,3,14,2010,122151,2022,125540
Kennebec,2019,0,11,7,4,13,89,7,28,15,7,7,5,13,82,43,99,3,14,2010,122151,2021,124486
Knox,2019,0,5,3,2,11,16,2,16,6,3,3,5,8,35,23,16,1,6,2020,40607,2022,41164
Knox,2019,0,5,3,2,11,16,2,16,6,3,3,5,8,35,23,16,1,6,2020,40607,2021,41084
Knox,2019,0,5,3,2,11,16,2,16,6,3,3,5,8,35,23,16,1,6,2010,39736,2022,41164
Knox,2019,0,5,3,2,11,16,2,16,6,3,3,5,8,35,23,16,1,6,2010,39736,2021,41084
Lincoln,2019,0,2,0,0,8,23,0,9,1,0,2,1,2,17,12,23,0,3,2020,35237,2022,36215
Lincoln,2019,0,2,0,0,8,23,0,9,1,0,2,1,2,17,12,23,0,3,2020,35237,2021,35828
Lincoln,2019,0,2,0,0,8,23,0,9,1,0,2,1,2,17,12,23,0,3,2010,34457,2022,36215
Lincoln,2019,0,2,0,0,8,23,0,9,1,0,2,1,2,17,12,23,0,3,2010,34457,2021,35828
Oxford,2019,0,1,1,0,6,14,0,8,5,1,6,1,0,15,14,14,0,5,2020,57777,2022,59495
Oxford,2019,0,1,1,0,6,14,0,8,5,1,6,1,0,15,14,14,0,5,2020,57777,2021,58629
Oxford,2019,0,1,1,0,6,14,0,8,5,1,6,1,0,15,14,14,0,5,2010,57833,2022,59495
Oxford,2019,0,1,1,0,6,14,0,8,5,1,6,1,0,15,14,14,0,5,2010,57833,2021,58629
Penobscot,2019,2,24,14,3,32,77,7,68,27,8,13,12,26,182,94,79,3,24,2020,152199,2022,153704
Penobscot,2019,2,24,14,3,32,77,7,68,27,8,13,12,26,182,94,79,3,24,2020,152199,2021,152765
Penobscot,2019,2,24,14,3,32,77,7,68,27,8,13,12,26,182,94,79,3,24,2010,153923,2022,153704
Penobscot,2019,2,24,14,3,32,77,7,68,27,8,13,12,26,182,94,79,3,24,2010,153923,2021,152765
Piscataquis,2019,0,2,0,0,2,8,0,4,2,0,2,1,3,4,9,8,1,0,2020,16800,2022,17417
Piscataquis,2019,0,2,0,0,2,8,0,4,2,0,2,1,3,4,9,8,1,0,2020,16800,2021,17165
Piscataquis,2019,0,2,0,0,2,8,0,4,2,0,2,1,3,4,9,8,1,0,2010,17535,2022,17417
Piscataquis,2019,0,2,0,0,2,8,0,4,2,0,2,1,3,4,9,8,1,0,2010,17535,2021,17165
Sagadahoc,2019,0,5,1,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2020,36699,2022,37393
Sagadahoc,2019,0,5,1,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2020,36699,2021,37071
Sagadahoc,2019,0,5,1,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2010,35293,2022,37393
Sagadahoc,2019,0,5,1,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2010,35293,2021,37071
Somerset,2019,0,4,0,0,2,16,1,9,2,0,1,2,2,13,10,16,0,2,2020,50477,2022,51098
Somerset,2019,0,4,0,0,2,16,1,9,2,0,1,2,2,13,10,16,0,2,2020,50477,2021,50592
Somerset,2019,0,4,0,0,2,16,1,9,2,0,1,2,2,13,10,16,0,2,2010,52228,2022,51098
Somerset,2019,0,4,0,0,2,16,1,9,2,0,1,2,2,13,10,16,0,2,2010,52228,2021,50592
Waldo,2019,0,4,1,0,7,17,0,5,1,2,3,1,3,12,9,17,3,4,2020,39607,2022,40241
Waldo,2019,0,4,1,0,7,17,0,5,1,2,3,1,3,12,9,17,3,4,2020,39607,2021,39912
Waldo,2019,0,4,1,0,7,17,0,5,1,2,3,1,3,12,9,17,3,4,2010,38786,2022,40241
Waldo,2019,0,4,1,0,7,17,0,5,1,2,3,1,3,12,9,17,3,4,2010,38786,2021,39912
Washington,2019,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2020,31095,2022,31437
Washington,2019,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2020,31095,2021,31121
Washington,2019,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2010,32856,2022,31437
Washington,2019,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2010,32856,2021,31121
York,2019,1,12,7,0,17,50,1,44,15,7,9,6,12,86,47,51,4,15,2020,211972,2022,216732
York,2019,1,12,7,0,17,50,1,44,15,7,9,6,12,86,47,51,4,15,2020,211972,2021,214591
York,2019,1,12,7,0,17,50,1,44,15,7,9,6,12,86,47,51,4,15,2010,197131,2022,216732
York,2019,1,12,7,0,17,50,1,44,15,7,9,6,12,86,47,51,4,15,2010,197131,2021,214591
Androscoggin,2020,0,8,6,2,24,34,8,25,22,2,5,2,3,80,48,36,1,13,2020,111139,2022,113023
Androscoggin,2020,0,8,6,2,24,34,8,25,22,2,5,2,3,80,48,36,1,13,2020,111139,2021,111034
Androscoggin,2020,0,8,6,2,24,34,8,25,22,2,5,2,3,80,48,36,1,13,2010,107702,2022,113023
Androscoggin,2020,0,8,6,2,24,34,8,25,22,2,5,2,3,80,48,36,1,13,2010,107702,2021,111034
Aroostook,2020,0,7,1,1,7,30,0,24,7,1,12,3,2,47,32,33,4,12,2020,67105,2022,67255
Aroostook,2020,0,7,1,1,7,30,0,24,7,1,12,3,2,47,32,33,4,12,2020,67105,2021,66859
Aroostook,2020,0,7,1,1,7,30,0,24,7,1,12,3,2,47,32,33,4,12,2010,71870,2022,67255
Aroostook,2020,0,7,1,1,7,30,0,24,7,1,12,3,2,47,32,33,4,12,2010,71870,2021,66859
Cumberland,2020,7,86,58,22,133,170,20,199,97,25,74,21,112,602,319,191,38,98,2020,303069,2022,307451
Cumberland,2020,7,86,58,22,133,170,20,199,97,25,74,21,112,602,319,191,38,98,2020,303069,2021,305231
Cumberland,2020,7,86,58,22,133,170,20,199,97,25,74,21,112,602,319,191,38,98,2010,281674,2022,307451
Cumberland,2020,7,86,58,22,133,170,20,199,97,25,74,21,112,602,319,191,38,98,2010,281674,2021,305231
Franklin,2020,0,4,0,0,2,9,0,3,4,0,2,1,1,13,9,9,1,10,2020,29456,2022,30474
Franklin,2020,0,4,0,0,2,9,0,3,4,0,2,1,1,13,9,9,1,10,2020,29456,2021,29687
Franklin,2020,0,4,0,0,2,9,0,3,4,0,2,1,1,13,9,9,1,10,2010,30768,2022,30474
Franklin,2020,0,4,0,0,2,9,0,3,4,0,2,1,1,13,9,9,1,10,2010,30768,2021,29687
Hancock,2020,1,7,2,1,11,31,0,14,8,2,4,5,4,28,26,33,2,5,2020,55478,2022,56701
Hancock,2020,1,7,2,1,11,31,0,14,8,2,4,5,4,28,26,33,2,5,2020,55478,2021,56192
Hancock,2020,1,7,2,1,11,31,0,14,8,2,4,5,4,28,26,33,2,5,2010,54418,2022,56701
Hancock,2020,1,7,2,1,11,31,0,14,8,2,4,5,4,28,26,33,2,5,2010,54418,2021,56192
Kennebec,2020,0,11,7,5,13,85,7,27,16,7,7,5,10,82,45,95,3,13,2020,123642,2022,125540
Kennebec,2020,0,11,7,5,13,85,7,27,16,7,7,5,10,82,45,95,3,13,2020,123642,2021,124486
Kennebec,2020,0,11,7,5,13,85,7,27,16,7,7,5,10,82,45,95,3,13,2010,122151,2022,125540
Kennebec,2020,0,11,7,5,13,85,7,27,16,7,7,5,10,82,45,95,3,13,2010,122151,2021,124486
Knox,2020,0,5,4,2,12,16,2,18,5,3,3,5,8,39,22,17,1,6,2020,40607,2022,41164
Knox,2020,0,5,4,2,12,16,2,18,5,3,3,5,8,39,22,17,1,6,2020,40607,2021,41084
Knox,2020,0,5,4,2,12,16,2,18,5,3,3,5,8,39,22,17,1,6,2010,39736,2022,41164
Knox,2020,0,5,4,2,12,16,2,18,5,3,3,5,8,39,22,17,1,6,2010,39736,2021,41084
Lincoln,2020,0,2,1,0,8,22,0,8,1,0,2,1,2,19,13,22,0,5,2020,35237,2022,36215
Lincoln,2020,0,2,1,0,8,22,0,8,1,0,2,1,2,19,13,22,0,5,2020,35237,2021,35828
Lincoln,2020,0,2,1,0,8,22,0,8,1,0,2,1,2,19,13,22,0,5,2010,34457,2022,36215
Lincoln,2020,0,2,1,0,8,22,0,8,1,0,2,1,2,19,13,22,0,5,2010,34457,2021,35828
Oxford,2020,0,1,1,0,5,17,0,8,6,0,6,1,1,15,13,17,0,5,2020,57777,2022,59495
Oxford,2020,0,1,1,0,5,17,0,8,6,0,6,1,1,15,13,17,0,5,2020,57777,2021,58629
Oxford,2020,0,1,1,0,5,17,0,8,6,0,6,1,1,15,13,17,0,5,2010,57833,2022,59495
Oxford,2020,0,1,1,0,5,17,0,8,6,0,6,1,1,15,13,17,0,5,2010,57833,2021,58629
Penobscot,2020,2,24,15,3,31,80,7,70,27,8,13,13,27,191,93,82,3,26,2020,152199,2022,153704
Penobscot,2020,2,24,15,3,31,80,7,70,27,8,13,13,27,191,93,82,3,26,2020,152199,2021,152765
Penobscot,2020,2,24,15,3,31,80,7,70,27,8,13,13,27,191,93,82,3,26,2010,153923,2022,153704
Penobscot,2020,2,24,15,3,31,80,7,70,27,8,13,13,27,191,93,82,3,26,2010,153923,2021,152765
Piscataquis,2020,0,2,0,0,2,8,0,3,2,0,1,1,2,4,8,8,1,1,2020,16800,2022,17417
Piscataquis,2020,0,2,0,0,2,8,0,3,2,0,1,1,2,4,8,8,1,1,2020,16800,2021,17165
Piscataquis,2020,0,2,0,0,2,8,0,3,2,0,1,1,2,4,8,8,1,1,2010,17535,2022,17417
Piscataquis,2020,0,2,0,0,2,8,0,3,2,0,1,1,2,4,8,8,1,1,2010,17535,2021,17165
Sagadahoc,2020,0,5,0,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2020,36699,2022,37393
Sagadahoc,2020,0,5,0,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2020,36699,2021,37071
Sagadahoc,2020,0,5,0,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2010,35293,2022,37393
Sagadahoc,2020,0,5,0,0,2,7,1,10,1,0,0,2,1,18,5,9,0,4,2010,35293,2021,37071
Somerset,2020,0,4,0,0,1,17,1,8,2,0,1,2,2,13,10,17,0,2,2020,50477,2022,51098
Somerset,2020,0,4,0,0,1,17,1,8,2,0,1,2,2,13,10,17,0,2,2020,50477,2021,50592
Somerset,2020,0,4,0,0,1,17,1,8,2,0,1,2,2,13,10,17,0,2,2010,52228,2022,51098
Somerset,2020,0,4,0,0,1,17,1,8,2,0,1,2,2,13,10,17,0,2,2010,52228,2021,50592
Waldo,2020,0,5,0,0,6,16,0,6,0,2,3,2,3,10,8,16,3,3,2020,39607,2022,40241
Waldo,2020,0,5,0,0,6,16,0,6,0,2,3,2,3,10,8,16,3,3,2020,39607,2021,39912
Waldo,2020,0,5,0,0,6,16,0,6,0,2,3,2,3,10,8,16,3,3,2010,38786,2022,40241
Waldo,2020,0,5,0,0,6,16,0,6,0,2,3,2,3,10,8,16,3,3,2010,38786,2021,39912
Washington,2020,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2020,31095,2022,31437
Washington,2020,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2020,31095,2021,31121
Washington,2020,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2010,32856,2022,31437
Washington,2020,0,2,0,0,2,7,1,3,5,0,2,0,1,7,11,8,0,1,2010,32856,2021,31121
York,2020,1,11,8,0,18,48,1,44,15,7,9,6,15,93,48,49,4,19,2020,211972,2022,216732
York,2020,1,11,8,0,18,48,1,44,15,7,9,6,15,93,48,49,4,19,2020,211972,2021,214591
York,2020,1,11,8,0,18,48,1,44,15,7,9,6,15,93,48,49,4,19,2010,197131,2022,216732
York,2020,1,11,8,0,18,48,1,44,15,7,9,6,15,93,48,49,4,19,2010,197131,2021,214591
Androscoggin,2021,0,7,6,2,21,33,8,23,17,2,5,2,5,77,41,35,2,12,2020,111139,2022,113023
Androscoggin,2021,0,7,6,2,21,33,8,23,17,2,5,2,5,77,41,35,2,12,2020,111139,2021,111034
Androscoggin,2021,0,7,6,2,21,33,8,23,17,2,5,2,5,77,41,35,2,12,2010,107702,2022,113023
Androscoggin,2021,0,7,6,2,21,33,8,23,17,2,5,2,5,77,41,35,2,12,2010,107702,2021,111034
Aroostook,2021,0,6,2,1,9,34,0,24,8,1,11,3,2,47,31,37,3,12,2020,67105,2022,67255
Aroostook,2021,0,6,2,1,9,34,0,24,8,1,11,3,2,47,31,37,3,12,2020,67105,2021,66859
Aroostook,2021,0,6,2,1,9,34,0,24,8,1,11,3,2,47,31,37,3,12,2010,71870,2022,67255
Aroostook,2021,0,6,2,1,9,34,0,24,8,1,11,3,2,47,31,37,3,12,2010,71870,2021,66859
Cumberland,2021,6,87,58,23,144,178,20,201,102,26,79,22,107,621,325,198,40,105,2020,303069,2022,307451
Cumberland,2021,6,87,58,23,144,178,20,201,102,26,79,22,107,621,325,198,40,105,2020,303069,2021,305231
Cumberland,2021,6,87,58,23,144,178,20,201,102,26,79,22,107,621,325,198,40,105,2010,281674,2022,307451
Cumberland,2021,6,87,58,23,144,178,20,201,102,26,79,22,107,621,325,198,40,105,2010,281674,2021,305231
Franklin,2021,0,6,0,0,2,8,0,2,4,0,2,1,1,13,9,8,1,11,2020,29456,2022,30474
Franklin,2021,0,6,0,0,2,8,0,2,4,0,2,1,1,13,9,8,1,11,2020,29456,2021,29687
Franklin,2021,0,6,0,0,2,8,0,2,4,0,2,1,1,13,9,8,1,11,2010,30768,2022,30474
Franklin,2021,0,6,0,0,2,8,0,2,4,0,2,1,1,13,9,8,1,11,2010,30768,2021,29687
Hancock,2021,1,6,2,0,10,29,0,15,7,2,5,6,4,27,26,30,2,6,2020,55478,2022,56701
Hancock,2021,1,6,2,0,10,29,0,15,7,2,5,6,4,27,26,30,2,6,2020,55478,2021,56192
Hancock,2021,1,6,2,0,10,29,0,15,7,2,5,6,4,27,26,30,2,6,2010,54418,2022,56701
Hancock,2021,1,6,2,0,10,29,0,15,7,2,5,6,4,27,26,30,2,6,2010,54418,2021,56192
Kennebec,2021,0,11,8,6,15,86,8,23,19,7,7,6,9,80,48,94,3,13,2020,123642,2022,125540
Kennebec,2021,0,11,8,6,15,86,8,23,19,7,7,6,9,80,48,94,3,13,2020,123642,2021,124486
Kennebec,2021,0,11,8,6,15,86,8,23,19,7,7,6,9,80,48,94,3,13,2010,122151,2022,125540
Kennebec,2021,0,11,8,6,15,86,8,23,19,7,7,6,9,80,48,94,3,13,2010,122151,2021,124486
Knox,2021,0,4,4,2,12,17,2,17,7,3,4,5,8,36,25,17,1,6,2020,40607,2022,41164
Knox,2021,0,4,4,2,12,17,2,17,7,3,4,5,8,36,25,17,1,6,2020,40607,2021,41084
Knox,2021,0,4,4,2,12,17,2,17,7,3,4,5,8,36,25,17,1,6,2010,39736,2022,41164
Knox,2021,0,4,4,2,12,17,2,17,7,3,4,5,8,36,25,17,1,6,2010,39736,2021,41084
Lincoln,2021,0,1,1,0,8,22,0,10,0,0,2,1,2,22,12,22,0,5,2020,35237,2022,36215
Lincoln,2021,0,1,1,0,8,22,0,10,0,0,2,1,2,22,12,22,0,5,2020,35237,2021,35828
Lincoln,2021,0,1,1,0,8,22,0,10,0,0,2,1,2,22,12,22,0,5,2010,34457,2022,36215
Lincoln,2021,0,1,1,0,8,22,0,10,0,0,2,1,2,22,12,22,0,5,2010,34457,2021,35828
Oxford,2021,0,1,1,0,5,18,0,8,4,0,7,1,0,14,13,18,0,4,2020,57777,2022,59495
Oxford,2021,0,1,1,0,5,18,0,8,4,0,7,1,0,14,13,18,0,4,2020,57777,2021,58629
Oxford,2021,0,1,1,0,5,18,0,8,4,0,7,1,0,14,13,18,0,4,2010,57833,2022,59495
Oxford,2021,0,1,1,0,5,18,0,8,4,0,7,1,0,14,13,18,0,4,2010,57833,2021,58629
Penobscot,2021,2,24,15,3,30,73,7,82,24,10,12,11,26,206,91,75,3,24,2020,152199,2022,153704
Penobscot,2021,2,24,15,3,30,73,7,82,24,10,12,11,26,206,91,75,3,24,2020,152199,2021,152765
Penobscot,2021,2,24,15,3,30,73,7,82,24,10,12,11,26,206,91,75,3,24,2010,153923,2022,153704
Penobscot,2021,2,24,15,3,30,73,7,82,24,10,12,11,26,206,91,75,3,24,2010,153923,2021,152765
Piscataquis,2021,0,2,0,0,2,6,0,3,2,0,1,0,2,4,7,6,1,1,2020,16800,2022,17417
Piscataquis,2021,0,2,0,0,2,6,0,3,2,0,1,0,2,4,7,6,1,1,2020,16800,2021,17165
Piscataquis,2021,0,2,0,0,2,6,0,3,2,0,1,0,2,4,7,6,1,1,2010,17535,2022,17417
Piscataquis,2021,0,2,0,0,2,6,0,3,2,0,1,0,2,4,7,6,1,1,2010,17535,2021,17165
Sagadahoc,2021,0,5,0,0,3,7,1,11,1,0,0,2,0,19,5,8,0,4,2020,36699,2022,37393
Sagadahoc,2021,0,5,0,0,3,7,1,11,1,0,0,2,0,19,5,8,0,4,2020,36699,2021,37071
Sagadahoc,2021,0,5,0,0,3,7,1,11,1,0,0,2,0,19,5,8,0,4,2010,35293,2022,37393
Sagadahoc,2021,0,5,0,0,3,7,1,11,1,0,0,2,0,19,5,8,0,4,2010,35293,2021,37071
Somerset,2021,0,5,0,0,1,21,1,5,2,0,4,3,2,10,13,21,0,2,2020,50477,2022,51098
Somerset,2021,0,5,0,0,1,21,1,5,2,0,4,3,2,10,13,21,0,2,2020,50477,2021,50592
Somerset,2021,0,5,0,0,1,21,1,5,2,0,4,3,2,10,13,21,0,2,2010,52228,2022,51098
Somerset,2021,0,5,0,0,1,21,1,5,2,0,4,3,2,10,13,21,0,2,2010,52228,2021,50592
Waldo,2021,0,6,0,0,6,18,0,7,0,2,3,1,3,13,5,18,3,3,2020,39607,2022,40241
Waldo,2021,0,6,0,0,6,18,0,7,0,2,3,1,3,13,5,18,3,3,2020,39607,2021,39912
Waldo,2021,0,6,0,0,6,18,0,7,0,2,3,1,3,13,5,18,3,3,2010,38786,2022,40241
Waldo,2021,0,6,0,0,6,18,0,7,0,2,3,1,3,13,5,18,3,3,2010,38786,2021,39912
Washington,2021,0,2,0,0,3,8,1,4,6,0,2,0,2,8,10,8,0,1,2020,31095,2022,31437
Washington,2021,0,2,0,0,3,8,1,4,6,0,2,0,2,8,10,8,0,1,2020,31095,2021,31121
Washington,2021,0,2,0,0,3,8,1,4,6,0,2,0,2,8,10,8,0,1,2010,32856,2022,31437
Washington,2021,0,2,0,0,3,8,1,4,6,0,2,0,2,8,10,8,0,1,2010,32856,2021,31121
York,2021,1,10,6,0,20,45,1,44,14,6,12,6,12,96,50,46,4,19,2020,211972,2022,216732
York,2021,1,10,6,0,20,45,1,44,14,6,12,6,12,96,50,46,4,19,2020,211972,2021,214591
York,2021,1,10,6,0,20,45,1,44,14,6,12,6,12,96,50,46,4,19,2010,197131,2022,216732
York,2021,1,10,6,0,20,45,1,44,14,6,12,6,12,96,50,46,4,19,2010,197131,2021,214591
